EPOCH                                                 B_R                         B_T                         B_N
dd-mm-yyyy hh:mm:ss.mil.mic                            nT                          nT                          nT
06-09-2022 05:17:30.000.001.1                    -3.81153                    -10.5569                     1.99511
06-09-2022 05:18:29.999.997.5                    -3.21570                    -10.3106                     3.29674
06-09-2022 05:19:30.000.004.0                    -4.61251                    -10.2355                     2.22141
06-09-2022 05:20:30.000.000.4                    -3.23152                    -10.3603                     2.65788
06-09-2022 05:21:29.999.996.8                    -1.35288                    -10.8821                     1.34361
06-09-2022 05:22:30.000.003.3                    0.248809                    -10.5580                    0.910159
06-09-2022 05:23:29.999.999.7                     2.49287                    -9.69069                     1.90312
06-09-2022 05:24:29.999.996.2                     2.68775                    -9.51179                     2.54248
06-09-2022 05:25:30.000.002.6                     5.57050                    -8.33018                     1.59931
06-09-2022 05:26:29.999.999.1                     3.53693                    -11.1554                    -1.65924
06-09-2022 05:27:29.999.995.5                     5.72435                    -13.5777                    0.554448
06-09-2022 05:28:30.000.002.0                     6.45493                    -10.2530                   -0.233113
06-09-2022 05:29:29.999.998.4                     7.65335                    -8.07111                     2.46625
06-09-2022 05:30:30.000.004.9                     5.78390                    -10.0195                     2.08565
06-09-2022 05:31:30.000.001.3                     4.81872                    -10.4591                     3.47090
06-09-2022 05:32:29.999.997.7                     3.01428                    -10.5637                 -0.00389757
06-09-2022 05:33:30.000.004.2                     4.98832                    -9.50960                     2.38610
06-09-2022 05:34:30.000.000.6                     3.73779                    -9.00549                     5.84868
06-09-2022 05:35:29.999.997.0                     3.91751                    -8.53304                     8.74871
06-09-2022 05:36:30.000.003.5                     2.28247                    -9.78728                     5.33930
06-09-2022 05:37:29.999.999.9                    -1.43850                    -10.7131                    0.617349
06-09-2022 05:38:29.999.996.4                    -2.35093                    -11.6540                     1.51118
06-09-2022 05:39:30.000.002.9                     3.55730                    -11.7130                     3.93905
06-09-2022 05:40:29.999.999.3                     8.96528                    -10.4115                     3.15606
06-09-2022 05:41:29.999.995.7                     7.70054                    -11.4500                    0.600326
06-09-2022 05:42:30.000.002.2                     6.95485                    -11.3041                     3.19257
06-09-2022 05:43:29.999.998.6                     3.96667                    -13.3812                    0.137913
06-09-2022 05:44:29.999.995.0                     2.15820                    -10.0177                     9.36128
06-09-2022 05:45:30.000.001.5                     2.66410                    -12.1526                     5.43840
06-09-2022 05:46:29.999.997.9                     2.78694                    -12.0040                     4.66250
06-09-2022 05:47:30.000.004.4                     3.72627                    -9.88931                     6.71888
06-09-2022 05:48:30.000.000.8                     7.64979                    -6.80652                     8.69295
06-09-2022 05:49:29.999.997.3                     1.73752                    -10.3791                     9.02273
06-09-2022 05:50:30.000.003.7                    0.725269                    -11.5455                     7.68796
06-09-2022 05:51:30.000.000.2                     1.23893                    -10.6166                     7.52189
06-09-2022 05:52:29.999.996.6                     2.09891                    -8.70661                     8.05420
06-09-2022 05:53:30.000.003.1                     3.50590                    -10.2952                     5.87280
06-09-2022 05:54:29.999.999.5                   -0.131030                    -9.39394                     6.55551
06-09-2022 05:55:29.999.995.9                     3.75224                    -8.65101                     7.07136
06-09-2022 05:56:30.000.002.4                    0.347111                    -8.82240                     7.38558
06-09-2022 05:57:29.999.998.8                     3.45796                    -9.52707                     5.76597
06-09-2022 05:58:29.999.995.3                     4.70163                    -8.49202                     7.40438
06-09-2022 05:59:30.000.001.7                     9.81802                    -7.14366                     4.45637
06-09-2022 06:00:29.999.998.2                    0.976412                    -12.7049                     2.53386
06-09-2022 06:01:30.000.004.6                     5.47148                    -2.64298                     9.98322
06-09-2022 06:02:30.000.001.1                     5.87610                    -7.25348                     6.08683
06-09-2022 06:03:29.999.997.5                     6.97010                    -9.01541                     3.32650
06-09-2022 06:04:30.000.004.0                     3.86453                    -11.0164                     3.20683
06-09-2022 06:05:30.000.000.4                     5.90145                    -8.70522                     5.24627
06-09-2022 06:06:29.999.996.8                     5.07480                    -8.85544                     6.42477
06-09-2022 06:07:30.000.003.3                     6.88602                    -7.29431                     5.90685
06-09-2022 06:08:29.999.999.7                     5.63880                    -5.90884                     6.73483
06-09-2022 06:09:29.999.996.2                     5.08753                    -2.91343                     8.47187
06-09-2022 06:10:30.000.002.6                     3.87412                    -4.85412                     7.81310
06-09-2022 06:11:29.999.999.1                     6.93553                    -2.44045                     6.53540
06-09-2022 06:12:29.999.995.5                     4.68540                   -0.739559                     8.61012
06-09-2022 06:13:30.000.002.0                     6.53681                    -3.84829                     6.56277
06-09-2022 06:14:29.999.998.4                     7.02305                    -3.81623                     5.81040
06-09-2022 06:15:30.000.004.9                     2.79225                    -5.70502                     7.57100
06-09-2022 06:16:30.000.001.3                     3.66077                    -5.19584                     6.98785
06-09-2022 06:17:29.999.997.7                     4.31424                    -5.10074                     7.02673
06-09-2022 06:18:30.000.004.2                     2.91402                    -5.62812                     7.06851
06-09-2022 06:19:30.000.000.6                     4.11766                    -4.74584                     6.83232
06-09-2022 06:20:29.999.997.0                     2.94024                    -5.73364                     7.21535
06-09-2022 06:21:30.000.003.5                     2.83515                    -6.69233                     6.18439
06-09-2022 06:22:30.000.000.0                     2.61239                    -7.89637                     5.88541
06-09-2022 06:23:29.999.996.4                     3.12728                    -3.04661                     8.45236
06-09-2022 06:24:30.000.002.9                     1.98028                    -6.29093                     6.46314
06-09-2022 06:25:29.999.999.3                     6.67730                    -7.15200                    0.891385
06-09-2022 06:26:29.999.995.7                     5.19870                    -4.99844                     6.84982
06-09-2022 06:27:30.000.002.2                     2.55633                    -5.78101                     6.55334
06-09-2022 06:28:29.999.998.6                  -0.0549854                    -5.62050                     7.43486
06-09-2022 06:29:29.999.995.0                     1.53964                    -6.18208                     7.63482
06-09-2022 06:30:30.000.001.5                     2.95927                    -6.46720                     6.86326
06-09-2022 06:31:29.999.997.9                     3.77522                    -7.80744                     5.67986
06-09-2022 06:32:30.000.004.4                    -1.08362                    -3.61392                     9.31854
